,PF05721.19,PF00115.25,PF01152.27,PF08530.16,PF00042.28,PF02906.19,PF00916.26,PF17773.7,PF05425.18,PF01521.26,PF03063.25,PF13597.11,PF00116.26,PF16870.10,PF02579.22,PF17910.6,PF10371.14,PF00296.26,PF01871.22,PF00510.24,Oxygen2
533,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0
1584,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3239,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
1730,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2566,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4795,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
29,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1
106,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2351,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5339,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1
4011,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4106,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0
2810,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
4064,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
564,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
1419,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0
5094,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
4402,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1
5182,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1
3819,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0
2541,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
4698,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1
1370,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2263,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1218,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
3912,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2770,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
881,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
4700,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
4312,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4852,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
5488,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1
733,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
3109,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
2923,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
728,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
443,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0
2953,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1
4512,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1457,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4820,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
2273,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
1895,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
5484,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
1911,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0
2528,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
2540,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
239,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
4529,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
282,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
1395,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
832,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1425,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
115,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
764,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4792,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5070,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
2619,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2057,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
652,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
1868,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
3345,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4341,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2594,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2479,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2508,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5468,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4135,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
982,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4322,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
3973,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
5229,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
236,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1140,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2631,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
4019,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2636,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
451,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1120,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
3980,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
3922,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
912,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3778,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
308,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2475,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
3292,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
456,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3875,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0
2105,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
3079,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0
295,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1
4887,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
5432,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4086,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2034,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
1193,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0
4696,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2348,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
5444,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
1439,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0
4926,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3246,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4690,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0
4043,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3855,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
5370,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
5390,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2487,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
3695,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
2422,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0
4407,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4100,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
884,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1
4146,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1
2026,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0
1727,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
923,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1
3677,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
2482,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4392,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0
944,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
1892,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0
4277,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1205,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1
1834,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
90,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
3416,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4074,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3180,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
2825,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
511,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
5435,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3358,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4567,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
3494,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4746,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5061,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1662,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3860,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2781,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
3467,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0
3747,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2303,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
5127,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
682,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
550,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4170,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4733,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4779,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1487,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
4632,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
3953,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0
1800,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3211,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5474,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1
5320,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4679,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5447,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1032,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2638,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2129,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5176,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1
1371,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4695,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0
5436,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4431,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
5380,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4248,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4300,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1609,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4526,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2907,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
3113,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
2205,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
3053,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
248,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
2849,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1
4591,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
5224,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0
4352,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1203,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
3339,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4611,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0
320,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1
4477,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0
4284,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1
1960,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3643,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4141,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
712,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0
1055,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
488,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4652,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2149,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
4260,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4157,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4860,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3439,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
5048,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
5221,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4912,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
3861,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1456,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
5258,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1087,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
1623,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
1570,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0
281,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
4688,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1
3647,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1
1113,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
5204,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1287,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1537,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
4137,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
5281,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1
1920,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1
2364,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1815,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
3693,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
399,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
2334,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
315,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
2016,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1
3776,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5346,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
3996,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1872,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
1901,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5054,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2995,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2409,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
853,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4662,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1480,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
92,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0
951,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5363,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
902,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0
1851,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4414,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1
917,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0
587,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4876,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0
4555,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
552,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
2267,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0
2125,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
3105,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0
3125,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
441,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1
4391,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1
3934,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2892,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
828,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4342,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
596,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1229,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3856,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
452,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1750,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1090,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0
1399,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3184,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1262,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1805,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1628,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3295,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
2642,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4858,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1
4351,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0
5250,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
4545,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1219,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4181,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5268,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
3275,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2612,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
1070,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4598,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2724,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0
4210,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4660,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
3579,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2634,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5460,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2947,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4972,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
40,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4927,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4201,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2803,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4168,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0
747,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4806,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1749,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
245,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
3085,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2046,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1
3356,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4127,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2599,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
3491,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
375,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1
1546,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1
3889,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
353,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
1643,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
