,sample_idx,true_class,PF05721.19,PF00115.25,PF01152.27,PF08530.16,PF00042.28,PF02906.19,PF00916.26,PF17773.7,PF05425.18,PF01521.26,PF03063.25,PF13597.11,PF00116.26,PF16870.10,PF02579.22,PF17910.6,PF10371.14,PF00296.26,PF01871.22,PF00510.24
78,10,0,-0.37484659824525574,-0.037985641185810874,-0.05058674761936547,0.030729779355458092,0.06262608412830754,-0.07183380086402498,-0.0443726394977813,-0.24046475132324227,-0.062075124867550374,-0.07341006033156104,-0.180117914628001,-0.4359839767931862,-0.044295405192196886,-0.16291075041869096,-0.07016678366726771,-0.13799344111757306,-0.14801816847075808,-0.1818885452594069,-0.07649614861152314,-0.3315451364370066
1790,11,1,-0.3838149502709402,-0.07926118103978025,-0.2065107163002077,0.09330273322430466,0.04216914500285499,-0.07721795115994973,-0.10949785470262857,0.28170043505479975,-0.09030326222979439,0.7722907680067977,-0.18650719509516842,0.42537007316873027,-0.10901961218813515,0.5122340178523196,-0.10128409050834032,0.5072178083939846,-0.2080826964933744,0.5209995885958865,0.44794020939216334,1.0314924819540758
4578,12,1,0.11390811155942382,0.21539244059942045,0.1992862583005005,0.07148910168655219,0.019203766100835153,0.32141075219723975,-0.2582668734989082,0.27229277056144535,0.08331300571999682,0.3560060208814814,0.29751485767157965,0.2259549960099931,0.10842076571867464,0.4421134620254746,0.21273885094354758,-0.5432334586075765,0.5101989204999008,0.35943181804011837,-0.2175697286661377,0.760801276886132
1482,13,0,0.22293933177059488,-0.040683939785793585,-0.15853558512969332,0.05819899243568565,-0.13668721978572104,-0.07300039366836981,-0.047431633626581905,-0.3463500529106816,-0.05542237800470559,-0.05525159387438302,-0.16589671049148533,-0.5015654571355553,-0.05815499775277941,-0.14230298253268917,-0.040983948200477655,-0.09439963190841859,-0.1773042604102649,-0.18981959339001733,-0.10100257329745987,-0.3758391604339766
81,14,1,0.16320502049024463,0.29084899157407357,0.2100008492077732,0.06865332328607418,0.05523809342279312,0.3754722169119069,0.35390358417335954,0.2928380683576704,0.06106068301493725,-0.061089828787293514,0.3808686051755896,0.22209394536912597,0.23137019083181412,0.4854044165781534,0.3409704854134101,0.3303170783750847,-0.3445636517421227,0.4589097354211346,0.5899461229303683,0.870844105684938
4072,15,0,-0.43017827874899434,-0.038596139854475436,-0.08863495298001946,-0.052470771483530375,0.11772400422259223,-0.072616746602246,-0.05137428840264271,-0.2225235943915095,-0.058425785326330935,-0.08184477726258105,-0.1759979773518809,-0.3171931034539656,-0.04427505052103608,-0.16729147507937422,-0.07572338111229387,-0.13046250744052978,-0.12692091895348875,-0.21085597161692363,-0.07589019410669971,-0.33473246081029434
426,16,1,0.2022860438423182,0.18602174467600227,0.1516910435619683,0.02409767064763783,0.03914403772916681,0.5593631630889835,-0.09436666594061899,0.4277724298899188,0.0865230967082647,0.3771006923715546,-0.30714122117996934,-0.36318642177678356,0.08729268278340213,0.5505558259847498,-0.15437549899566638,0.49724719279155954,0.5527823899358647,0.30434366934478796,-0.18468584929489718,0.6776891604464429
5040,17,1,0.17873429704661692,-0.2915667418187,0.2577143355404354,0.05075350240121993,0.07328815019367307,0.23427243421407298,0.3506626442000087,0.3418866714156219,-0.17906447533805323,-0.15891623695938512,0.4153347912839547,0.22719184631636846,0.12649271406660514,-0.17989272898004358,0.32542044240079937,0.33440731957092823,0.4034333483771943,0.48370926946926773,0.7393347440405859,0.8815833093880521
1642,18,0,-0.43017827874899434,-0.038596139854475436,-0.08863495298001946,-0.052470771483530375,0.11772400422259223,-0.072616746602246,-0.05137428840264271,-0.2225235943915095,-0.058425785326330935,-0.08184477726258105,-0.1759979773518809,-0.3171931034539656,-0.04427505052103608,-0.16729147507937422,-0.07572338111229387,-0.13046250744052978,-0.12692091895348875,-0.21085597161692363,-0.07589019410669971,-0.33473246081029434
4663,19,0,-0.37484659824525574,-0.037985641185810874,-0.05058674761936547,0.030729779355458092,0.06262608412830754,-0.07183380086402498,-0.0443726394977813,-0.24046475132324227,-0.062075124867550374,-0.07341006033156104,-0.180117914628001,-0.4359839767931862,-0.044295405192196886,-0.16291075041869096,-0.07016678366726771,-0.13799344111757306,-0.14801816847075808,-0.1818885452594069,-0.07649614861152314,-0.3315451364370066
